5824.999999999999	-6.506906042016351e-16	2.944223526580496e-16
5825.249999999999	-2.5154588897517173e-16	3.0233472564636843e-16
5825.499999999999	1.0832491280709453e-16	3.087470826944387e-16
5825.749999999999	-1.9167377538008534e-16	2.9576018825867856e-16
5825.999999999999	-4.7922969515588735e-16	2.8285148555186183e-16
5826.249999999999	-2.8467395634721826e-16	2.8910274752127617e-16
5826.499999999999	-9.274080359681589e-17	2.947752477596994e-16
5826.749999999999	2.5126562364002652e-17	2.9967832444466054e-16
5826.999999999999	1.804091900936688e-16	3.0449878894748476e-16
5827.249999999999	-5.339032300639842e-17	2.9404552887563984e-16
5827.499999999999	-3.3464056225464744e-16	2.8245393593202394e-16
5827.749999999999	-4.0593725771895283e-16	2.7878514506988995e-16
5827.999999999999	-4.222146104569999e-16	2.757158153063956e-16
5828.249999999999	-1.7877371505630856e-16	2.797796940988645e-16
5828.499999999999	1.1075248276414576e-16	2.837546079620921e-16
5828.749999999999	6.505608758118072e-17	2.8032478627020225e-16
5828.999999999999	-4.139311708633347e-17	2.7573254420710386e-16
5829.249999999999	-1.2625608413976584e-16	2.7080490356667236e-16
5829.5	-1.7169650331909267e-16	2.659025680355401e-16
5829.749999999999	-5.4900715100250844e-17	2.6998902555000926e-16
5830.0	1.0396279900785329e-16	2.763195645093307e-16
5830.249999999999	1.59313066918692e-16	2.763850507440653e-16
5830.5	1.9593357024627622e-16	2.7462504862856886e-16
5830.749999999999	1.0816047591876389e-16	2.6996689681426224e-16
5831.0	-2.6187553848499918e-17	2.639073289887234e-16
5831.249999999999	-1.003392648513933e-16	2.59287373066382e-16
5831.5	-1.5323438791228072e-16	2.5506081100848106e-16
5831.749999999999	-1.320302283318596e-16	2.5556765434829435e-16
5832.0	-4.1567794470647517e-17	2.5797288381136175e-16
5832.249999999999	-1.325995668213125e-16	2.5292234398423957e-16
5832.499999999999	-3.1996349298198015e-16	2.4198238407485825e-16
5832.749999999999	-2.780716786305058e-16	2.4116195325610365e-16
5832.999999999999	-9.269032572711545e-17	2.4751239748968556e-16
5833.249999999999	3.784181234096161e-17	2.4895669454387255e-16
5833.499999999999	1.2475395061714914e-16	2.470089952212205e-16
5833.749999999999	1.0307641873322107e-16	2.4429414874615205e-16
5833.999999999999	-3.273021996718812e-17	2.409976553341159e-16
5834.249999999999	-9.019005652038817e-17	2.381019937945883e-16
5834.499999999999	-1.217425499663131e-16	2.3539961458571225e-16
5834.749999999999	-8.77086735014067e-17	2.3468527464360126e-16
5834.999999999999	2.3647206086733215e-17	2.363735965959363e-16
5835.249999999999	8.94260791240791e-17	2.3590828434031806e-16
5835.499999999999	7.068172969226406e-17	2.332163606943847e-16
5835.749999999999	4.5758858072560754e-18	2.297489519154604e-16
5835.999999999999	-1.1193032178197226e-16	2.2475778380398484e-16
5836.25	-1.546989211129732e-16	2.2243844877572496e-16
5836.499999999999	-8.671462574388335e-18	2.248042647369654e-16
5836.75	5.58087641982095e-17	2.249739360242123e-16
